API VERSION: 1.0
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / WWW_USER Fri Sep 11 04:04:24 2026 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : B.C. 1500-Dec-20 20:05:09.3650 TT      
Stop  time      : A.D. 1001-Dec-22 00:13:13.4630 TT      
Step-size       : 0 steps
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Gregorian
EOP file        : eop.260910.p261207                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-SEP-10. PREDICTS-> 2026-DEC-06
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(TT)__HR:MN:SC.fff, , ,    ObsEcLon,   ObsEcLat,
b1236-Dec-20 22:42:47.312, , , 270.0000000, -0.0000294,
b1235-Dec-21 04:36:41.355, , , 270.0000000, -0.0001244,
b1234-Dec-21 10:18:13.343, , , 270.0000000, -0.0001472,
b1233-Dec-20 16:02:39.829, , , 270.0000000,  0.0001548,
b1232-Dec-20 21:54:01.370, , , 270.0000000, -0.0002009,
b1231-Dec-21 03:41:39.402, , , 270.0000000,  0.0001330,
b1230-Dec-21 09:40:14.207, , , 270.0000000, -0.0001364,
b1229-Dec-20 15:29:42.888, , , 270.0000000,  0.0000140,
b1228-Dec-20 21:12:47.146, , , 270.0000000,  0.0000494,
b1227-Dec-21 03:10:34.869, , , 270.0000000, -0.0001763,
b1226-Dec-21 08:59:23.821, , , 270.0000000,  0.0000875,
b1225-Dec-20 14:46:47.226, , , 270.0000000, -0.0001940,
b1224-Dec-20 20:41:32.550, , , 270.0000000,  0.0000183,
b1223-Dec-21 02:26:52.766, , , 270.0000000, -0.0000683,
b1222-Dec-21 08:21:00.849, , , 270.0000000,  0.0000412,
b1221-Dec-20 14:11:36.257, , , 270.0000000,  0.0001042,
b1220-Dec-20 19:55:57.814, , , 270.0000000, -0.0001999,
b1219-Dec-21 01:56:40.817, , , 270.0000000,  0.0000137,
b1218-Dec-21 07:48:16.137, , , 270.0000000, -0.0002849,
b1217-Dec-20 13:30:13.779, , , 270.0000000,  0.0000691,
b1216-Dec-20 19:21:52.768, , , 270.0000000, -0.0000189,
b1215-Dec-21 01:03:52.171, , , 270.0000000,  0.0000024,
b1214-Dec-21 06:54:58.879, , , 270.0000000,  0.0001602,
b1213-Dec-20 12:45:14.778, , , 270.0000000, -0.0001972,
b1212-Dec-20 18:24:05.913, , , 270.0000000,  0.0000696,
b1211-Dec-21 00:19:32.175, , , 270.0000000, -0.0002294,
b1210-Dec-21 06:07:25.412, , , 269.9999999, -0.0000043,
b1209-Dec-20 11:49:46.891, , , 270.0000000,  0.0000477,
b1208-Dec-20 17:49:14.119, , , 270.0000000, -0.0001796,
b1207-Dec-20 23:40:46.866, , , 270.0000000,  0.0001074,
b1206-Dec-21 05:38:00.358, , , 270.0000000, -0.0001707,
b1205-Dec-20 11:33:40.832, , , 270.0000000,  0.0001409,
b1204-Dec-20 17:14:35.787, , , 270.0000000, -0.0000646,
b1203-Dec-20 23:13:07.295, , , 270.0000000, -0.0000464,
b1202-Dec-21 05:03:51.219, , , 270.0000000, -0.0000211,
b1201-Dec-20 10:44:24.328, , , 270.0000000, -0.0002024,
b1200-Dec-20 16:38:02.683, , , 270.0000000,  0.0000484,
b1199-Dec-20 22:21:31.596, , , 270.0000000, -0.0001458,
b1198-Dec-21 04:08:10.282, , , 270.0000000,  0.0001843,
b1197-Dec-20 10:00:22.074, , , 270.0000000,  0.0000068,
b1196-Dec-20 15:41:47.023, , , 270.0000000, -0.0000824,
b1195-Dec-20 21:39:50.188, , , 270.0000000, -0.0000277,
b1194-Dec-21 03:33:25.901, , , 270.0000000, -0.0002715,
b1193-Dec-20 09:11:34.023, , , 270.0000000,  0.0001592,
b1192-Dec-20 15:05:15.592, , , 270.0000000, -0.0001424,
b1191-Dec-20 20:53:45.654, , , 270.0000000,  0.0001073,
b1190-Dec-21 02:43:03.555, , , 270.0000000,  0.0000381,
b1189-Dec-20 08:39:46.237, , , 270.0000000, -0.0001484,
b1188-Dec-20 14:22:43.003, , , 270.0000000,  0.0000432,
b1187-Dec-20 20:16:58.552, , , 270.0000000, -0.0002704,
b1186-Dec-21 02:12:31.719, , , 270.0000000,  0.0000829,
b1185-Dec-20 07:52:39.692, , , 270.0000000, -0.0001130,
b1184-Dec-20 13:51:34.877, , , 270.0000000, -0.0000816,
b1183-Dec-20 19:46:15.102, , , 270.0000000,  0.0000078,
b1182-Dec-21 01:34:29.085, , , 270.0000000, -0.0000981,
b1181-Dec-20 07:28:40.944, , , 270.0000000,  0.0002121,
b1180-Dec-20 13:08:34.772, , , 270.0000000, -0.0000969,
b1179-Dec-20 18:59:27.093, , , 270.0000000,  0.0000892,
b1178-Dec-21 00:52:27.389, , , 270.0000000, -0.0001480,
b1177-Dec-20 06:28:11.574, , , 270.0000000, -0.0001093,
b1176-Dec-20 12:18:48.778, , , 270.0000000, -0.0000357,
b1175-Dec-20 18:06:57.798, , , 270.0000000, -0.0001554,
b1174-Dec-20 23:50:04.137, , , 270.0000000,  0.0002467,
b1173-Dec-20 05:46:05.886, , , 270.0000000, -0.0001114,
b1172-Dec-20 11:34:08.470, , , 270.0000000,  0.0000211,
b1171-Dec-20 17:32:27.576, , , 270.0000000, -0.0001463,
b1170-Dec-20 23:31:16.556, , , 270.0000000, -0.0001794,
b1169-Dec-20 05:11:59.182, , , 270.0000000,  0.0001286,
b1168-Dec-20 11:05:09.101, , , 270.0000000, -0.0001769,
b1167-Dec-20 16:59:42.192, , , 270.0000000,  0.0001935,
b1166-Dec-20 22:45:42.920, , , 270.0000000, -0.0000775,
b1165-Dec-20 04:40:26.441, , , 270.0000000,  0.0000036,
b1164-Dec-20 10:25:28.767, , , 270.0000000, -0.0000024,
b1163-Dec-20 16:13:20.049, , , 270.0000000, -0.0001720,
b1162-Dec-20 22:06:44.506, , , 270.0000000,  0.0001097,
b1161-Dec-20 03:46:12.563, , , 270.0000000, -0.0001856,
b1160-Dec-20 09:38:10.261, , , 270.0000000, -0.0000143,
b1159-Dec-20 15:34:16.610, , , 270.0000000, -0.0001580,
b1158-Dec-20 21:17:34.584, , , 270.0000000,  0.0000294,
b1157-Dec-20 03:08:12.053, , , 270.0000000,  0.0001334,
b1156-Dec-20 08:54:39.676, , , 270.0000000, -0.0000986,
b1155-Dec-20 14:42:41.755, , , 270.0000000,  0.0001237,
b1154-Dec-20 20:39:36.105, , , 270.0000000, -0.0002546,
b1153-Dec-20 02:21:13.880, , , 270.0000000, -0.0000107,
b1152-Dec-20 08:10:28.194, , , 270.0000000, -0.0001411,
b1151-Dec-20 14:05:51.089, , , 270.0000000, -0.0000332,
b1150-Dec-20 19:51:15.387, , , 270.0000000,  0.0002184,
b1149-Dec-20 01:46:59.581, , , 270.0000000, -0.0001190,
b1148-Dec-20 07:41:57.619, , , 270.0000000,  0.0001118,
b1147-Dec-20 13:35:54.356, , , 270.0000000, -0.0002596,
b1146-Dec-20 19:32:38.475, , , 270.0000000, -0.0000329,
b1145-Dec-20 01:14:13.814, , , 270.0000000,  0.0000251,
b1144-Dec-20 07:00:19.444, , , 270.0000000, -0.0001485,
b1143-Dec-20 12:53:41.747, , , 270.0000000,  0.0001451,
b1142-Dec-20 18:36:41.307, , , 270.0000000, -0.0001321,
b1141-Dec-20 00:24:10.324, , , 270.0000000,  0.0000954,
b1140-Dec-20 06:10:14.553, , , 270.0000000, -0.0001139,
b1139-Dec-20 11:56:42.482, , , 270.0000000,  0.0000017,
b1138-Dec-20 17:47:59.702, , , 270.0000000,  0.0000403,
b1137-Dec-19 23:33:57.046, , , 270.0000000, -0.0001695,
b1136-Dec-20 05:24:56.417, , , 270.0000000,  0.0000208,
b1135-Dec-20 11:23:53.362, , , 270.0000000, -0.0002301,
b1134-Dec-20 17:12:12.752, , , 270.0000000,  0.0001688,
b1133-Dec-19 23:01:20.723, , , 270.0000000,  0.0000445,
b1132-Dec-20 04:54:06.464, , , 270.0000000,  0.0000277,
b1131-Dec-20 10:46:04.522, , , 270.0000000,  0.0000444,
b1130-Dec-20 16:40:21.750, , , 270.0000000, -0.0002769,
b1129-Dec-19 22:27:13.606, , , 270.0000000,  0.0000258,
b1128-Dec-20 04:12:54.301, , , 270.0000000, -0.0002982,
b1127-Dec-20 10:06:02.465, , , 270.0000000,  0.0000701,
b1126-Dec-20 15:52:42.955, , , 270.0000000,  0.0001044,
b1125-Dec-19 21:40:43.264, , , 270.0000000, -0.0000724,
b1124-Dec-20 03:35:37.983, , , 270.0000000,  0.0000904,
b1123-Dec-20 09:26:33.043, , , 270.0000000, -0.0002471,
b1122-Dec-20 15:15:56.740, , , 270.0000000,  0.0001016,
b1121-Dec-19 20:59:35.777, , , 270.0000000, -0.0000756,
b1120-Dec-20 02:43:54.648, , , 270.0000000,  0.0000070,
b1119-Dec-20 08:36:35.027, , , 270.0000000,  0.0000322,
b1118-Dec-20 14:24:33.689, , , 270.0000000, -0.0001022,
b1117-Dec-19 20:10:06.458, , , 270.0000000,  0.0001214,
b1116-Dec-20 02:00:30.404, , , 270.0000000, -0.0001808,
b1115-Dec-20 07:52:21.512, , , 270.0000000,  0.0000999,
b1114-Dec-20 13:43:25.638, , , 270.0000000, -0.0000928,
b1113-Dec-19 19:35:38.367, , , 270.0000000, -0.0001023,
b1112-Dec-20 01:29:37.630, , , 270.0000000, -0.0001105,
b1111-Dec-20 07:26:16.801, , , 270.0000000, -0.0002243,
b1110-Dec-20 13:17:17.433, , , 270.0000000,  0.0002416,
b1109-Dec-19 19:02:57.661, , , 270.0000000, -0.0000613,
b1108-Dec-20 00:52:22.987, , , 270.0000000,  0.0001738,
b1107-Dec-20 06:46:27.608, , , 270.0000000, -0.0000402,
b1106-Dec-20 12:32:05.785, , , 270.0000000, -0.0001752,
b1105-Dec-19 18:16:49.582, , , 270.0000000,  0.0000183,
b1104-Dec-20 00:01:49.371, , , 270.0000000, -0.0002757,
b1103-Dec-20 05:48:43.337, , , 270.0000000,  0.0001572,
b1102-Dec-20 11:38:01.905, , , 270.0000000, -0.0000151,
b1101-Dec-20 17:25:23.864, , , 270.0000000,  0.0000505,
b1100-Dec-20 23:18:32.898, , , 270.0000000, -0.0000370,
b1099-Dec-21 05:15:56.971, , , 270.0000000, -0.0001948,
b1098-Dec-21 11:02:30.210, , , 270.0000000,  0.0001074,
b1097-Dec-20 16:49:53.336, , , 270.0000000, -0.0001777,
b1096-Dec-20 22:41:14.855, , , 270.0000000,  0.0000502,
b1095-Dec-21 04:32:38.861, , , 270.0000000, -0.0001306,
b1094-Dec-21 10:25:34.953, , , 270.0000000, -0.0000017,
b1093-Dec-20 16:12:37.734, , , 270.0000000,  0.0000292,
b1092-Dec-20 22:02:23.880, , , 270.0000000, -0.0001081,
b1091-Dec-21 03:58:01.159, , , 270.0000000,  0.0001818,
b1090-Dec-21 09:45:41.756, , , 270.0000000, -0.0001669,
b1089-Dec-20 15:35:20.893, , , 270.0000000,  0.0000254,
b1088-Dec-20 21:30:10.612, , , 270.0000000, -0.0002233,
b1087-Dec-21 03:18:31.083, , , 270.0000000, -0.0001262,
b1086-Dec-21 09:06:23.211, , , 270.0000000,  0.0002078,
b1085-Dec-20 14:50:57.381, , , 270.0000000, -0.0000663,
b1084-Dec-20 20:35:50.764, , , 270.0000000,  0.0002209,
b1083-Dec-21 02:31:26.038, , , 270.0000000, -0.0001690,
b1082-Dec-21 08:15:55.786, , , 270.0000000, -0.0000468,
b1081-Dec-20 13:58:58.167, , , 270.0000000, -0.0001117,
b1080-Dec-20 19:50:42.477, , , 270.0000000, -0.0002081,
b1079-Dec-21 01:37:02.194, , , 270.0000000,  0.0001477,
b1078-Dec-21 07:29:20.250, , , 270.0000000, -0.0000762,
b1077-Dec-20 13:24:54.034, , , 270.0000000,  0.0001193,
b1076-Dec-20 19:16:02.563, , , 270.0000000, -0.0001453,
b1075-Dec-21 01:18:35.928, , , 270.0000000, -0.0000282,
b1074-Dec-21 07:06:36.287, , , 270.0000000,  0.0000434,
b1073-Dec-20 12:51:12.922, , , 270.0000000, -0.0001223,
b1072-Dec-20 18:47:10.185, , , 270.0000000,  0.0000623,
b1071-Dec-21 00:33:42.079, , , 270.0000000, -0.0002438,
b1070-Dec-21 06:21:32.834, , , 270.0000000,  0.0000965,
b1069-Dec-20 12:09:33.218, , , 270.0000000, -0.0001040,
b1068-Dec-20 17:50:33.011, , , 270.0000000,  0.0000011,
b1067-Dec-20 23:45:37.865, , , 270.0000000,  0.0001277,
b1066-Dec-21 05:33:02.459, , , 270.0000000, -0.0001640,
b1065-Dec-20 11:17:43.266, , , 270.0000000,  0.0000561,
b1064-Dec-20 17:15:40.904, , , 270.0000000, -0.0003305,
b1063-Dec-20 23:02:16.310, , , 270.0000000,  0.0000178,
b1062-Dec-21 04:48:23.325, , , 270.0000000,  0.0001004,
b1061-Dec-20 10:39:22.473, , , 270.0000000,  0.0000052,
b1060-Dec-20 16:25:27.319, , , 270.0000000,  0.0001894,
b1059-Dec-20 22:24:03.125, , , 270.0000000, -0.0002036,
b1058-Dec-21 04:15:14.332, , , 270.0000000,  0.0000354,
b1057-Dec-20 09:57:19.550, , , 270.0000000, -0.0002350,
b1056-Dec-20 15:54:22.420, , , 270.0000000, -0.0000805,
b1055-Dec-20 21:43:13.294, , , 270.0000000,  0.0000179,
b1054-Dec-21 03:31:51.812, , , 270.0000000, -0.0000559,
b1053-Dec-20 09:29:58.771, , , 270.0000000,  0.0001028,
b1052-Dec-20 15:16:48.514, , , 270.0000000, -0.0002052,
b1051-Dec-20 21:12:49.650, , , 270.0000000,  0.0001147,
b1050-Dec-21 03:01:33.799, , , 270.0000000, -0.0000404,
b1049-Dec-20 08:38:43.542, , , 270.0000000,  0.0000072,
b1048-Dec-20 14:33:53.852, , , 270.0000000, -0.0000146,
b1047-Dec-20 20:20:29.180, , , 270.0000000, -0.0002197,
b1046-Dec-21 02:01:13.925, , , 270.0000000,  0.0001466,
b1045-Dec-20 07:53:40.119, , , 270.0000000, -0.0001996,
b1044-Dec-20 13:34:05.213, , , 270.0000000,  0.0001400,
b1043-Dec-20 19:28:59.339, , , 270.0000000,  0.0000188,
b1042-Dec-21 01:24:33.818, , , 270.0000000, -0.0000981,
b1041-Dec-20 07:09:13.318, , , 270.0000000, -0.0000227,
b1040-Dec-20 13:11:21.044, , , 270.0000000, -0.0003633,
b1039-Dec-20 19:03:57.867, , , 270.0000000,  0.0000661,
b1038-Dec-21 00:47:12.036, , , 270.0000000, -0.0000427,
b1037-Dec-20 06:43:41.758, , , 270.0000000,  0.0001088,
b1036-Dec-20 12:30:03.481, , , 270.0000000,  0.0000535,
b1035-Dec-20 18:24:11.327, , , 270.0000000, -0.0001353,
b1034-Dec-21 00:17:06.976, , , 270.0000000,  0.0000635,
b1033-Dec-20 05:54:07.991, , , 270.0000000, -0.0002564,
b1032-Dec-20 11:47:25.385, , , 270.0000000,  0.0000475,
b1031-Dec-20 17:37:41.392, , , 270.0000000, -0.0000884,
b1030-Dec-20 23:19:33.028, , , 270.0000000,  0.0000512,
b1029-Dec-20 05:16:03.683, , , 270.0000000, -0.0000220,
b1028-Dec-20 11:03:52.775, , , 270.0000000, -0.0001563,
b1027-Dec-20 16:53:04.631, , , 270.0000000,  0.0001726,
b1026-Dec-20 22:45:15.382, , , 270.0000000, -0.0001318,
b1025-Dec-20 04:23:38.156, , , 270.0000000,  0.0001060,
b1024-Dec-20 10:18:39.079, , , 270.0000000, -0.0001638,
b1023-Dec-20 16:12:53.928, , , 270.0000000, -0.0001690,
b1022-Dec-20 21:52:46.652, , , 270.0000000,  0.0000629,
b1021-Dec-20 03:47:53.793, , , 270.0000000, -0.0001963,
b1020-Dec-20 09:36:24.372, , , 270.0000000,  0.0002071,
b1019-Dec-20 15:28:22.180, , , 270.0000000, -0.0000730,
b1018-Dec-20 21:28:41.736, , , 270.0000000,  0.0000578,
b1017-Dec-20 03:14:19.574, , , 270.0000000, -0.0001327,
b1016-Dec-20 09:11:07.534, , , 270.0000000, -0.0002572,
b1015-Dec-20 15:05:35.755, , , 270.0000000,  0.0000889,
b1014-Dec-20 20:42:17.120, , , 270.0000000, -0.0000839,
b1013-Dec-20 02:36:03.381, , , 270.0000000,  0.0001638,
b1012-Dec-20 08:23:20.815, , , 270.0000000, -0.0000808,
b1011-Dec-20 14:09:16.531, , , 270.0000000, -0.0000175,
b1010-Dec-20 20:01:13.528, , , 269.9999999, -0.0000563,
b1009-Dec-20 01:38:51.349, , , 270.0000000, -0.0001978,
b1008-Dec-20 07:28:12.667, , , 270.0000000,  0.0000650,
b1007-Dec-20 13:23:18.371, , , 270.0000000, -0.0002025,
b1006-Dec-20 19:05:32.945, , , 270.0000000,  0.0001381,
b1005-Dec-20 01:03:02.859, , , 270.0000000, -0.0001598,
b1004-Dec-20 06:57:17.384, , , 270.0000000, -0.0000494,
b1003-Dec-20 12:45:33.600, , , 270.0000000,  0.0001418,
b1002-Dec-20 18:41:12.894, , , 270.0000000, -0.0000851,
b1001-Dec-21 00:26:41.313, , , 270.0000000,  0.0001397,
b1000-Dec-21 06:19:28.302, , , 270.0000000, -0.0002685,
b0999-Dec-21 12:16:27.777, , , 270.0000000, -0.0000394,
b0998-Dec-21 17:56:50.291, , , 270.0000000, -0.0000876,
b0997-Dec-20 23:46:06.463, , , 270.0000000, -0.0001269,
b0996-Dec-21 05:37:56.530, , , 270.0000000,  0.0001891,
b0995-Dec-21 11:24:23.263, , , 270.0000000, -0.0001033,
b0994-Dec-21 17:20:19.272, , , 270.0000000,  0.0001223,
b0993-Dec-20 23:07:36.038, , , 270.0000000, -0.0002290,
b0992-Dec-21 04:56:11.809, , , 270.0000000, -0.0001062,
b0991-Dec-21 10:49:11.072, , , 270.0000000, -0.0000175,
b0990-Dec-21 16:26:59.920, , , 270.0000000, -0.0000133,
b0989-Dec-20 22:15:28.122, , , 270.0000000,  0.0001495,
b0988-Dec-21 04:08:30.144, , , 270.0000000, -0.0001600,
b0987-Dec-21 09:54:16.222, , , 270.0000000,  0.0001196,
b0986-Dec-21 15:46:32.706, , , 270.0000000, -0.0001491,
b0985-Dec-20 21:32:47.268, , , 270.0000000, -0.0000727,
b0984-Dec-21 03:22:30.710, , , 270.0000000, -0.0000023,
b0983-Dec-21 09:22:00.155, , , 270.0000000, -0.0001926,
b0982-Dec-21 15:09:34.120, , , 270.0000000,  0.0001031,
b0981-Dec-20 21:04:58.204, , , 270.0000000, -0.0002880,
b0980-Dec-21 03:01:18.414, , , 270.0000000,  0.0000771,
b0979-Dec-21 08:48:21.266, , , 270.0000000,  0.0000180,
b0978-Dec-21 14:39:12.125, , , 270.0000000,  0.0000143,
b0977-Dec-20 20:26:45.489, , , 270.0000000,  0.0001053,
b0976-Dec-21 02:14:20.096, , , 270.0000000, -0.0002780,
b0975-Dec-21 08:06:15.340, , , 270.0000000,  0.0000323,
b0974-Dec-21 13:46:24.346, , , 270.0000000, -0.0001681,
b0973-Dec-20 19:29:41.275, , , 270.0000000,  0.0000117,
b0972-Dec-21 01:21:00.344, , , 270.0000000,  0.0000695,
b0971-Dec-21 07:09:25.494, , , 270.0000000, -0.0000141,
b0970-Dec-21 13:01:57.891, , , 270.0000000,  0.0000966,
b0969-Dec-20 18:54:30.711, , , 270.0000000, -0.0002866,
b0968-Dec-21 00:44:30.054, , , 270.0000000,  0.0000193,
b0967-Dec-21 06:37:05.538, , , 270.0000000, -0.0001418,
b0966-Dec-21 12:24:04.686, , , 270.0000000,  0.0000590,
b0965-Dec-20 18:11:46.274, , , 270.0000000,  0.0000138,
b0964-Dec-21 00:08:00.905, , , 270.0000000, -0.0001365,
b0963-Dec-21 05:58:30.899, , , 270.0000000,  0.0001356,
b0962-Dec-21 11:46:49.838, , , 270.0000000, -0.0001985,
b0961-Dec-20 17:36:38.427, , , 270.0000000,  0.0000886,
b0960-Dec-20 23:26:45.440, , , 270.0000000, -0.0001094,
b0959-Dec-21 05:20:50.385, , , 270.0000000, -0.0000804,
b0958-Dec-21 11:10:27.094, , , 270.0000000,  0.0000420,
b0957-Dec-20 16:58:22.488, , , 270.0000000, -0.0002829,
b0956-Dec-20 22:49:43.613, , , 270.0000000,  0.0001558,
b0955-Dec-21 04:36:42.374, , , 270.0000000, -0.0000443,
b0954-Dec-21 10:21:08.270, , , 270.0000000,  0.0001389,
b0953-Dec-20 16:09:22.673, , , 270.0000000, -0.0000345,
b0952-Dec-20 21:58:56.997, , , 270.0000000, -0.0002030,
b0951-Dec-21 03:47:54.555, , , 270.0000000, -0.0000252,
b0950-Dec-21 09:32:22.938, , , 270.0000000, -0.0002409,
b0949-Dec-20 15:18:54.289, , , 270.0000000,  0.0000823,
b0948-Dec-20 21:11:23.424, , , 270.0000000, -0.0000641,
b0947-Dec-21 03:07:28.385, , , 270.0000000,  0.0001042,
b0946-Dec-21 09:00:12.786, , , 270.0000000,  0.0000011,
b0945-Dec-20 14:54:53.634, , , 270.0000000, -0.0001940,
b0944-Dec-20 20:50:01.997, , , 270.0000000,  0.0000649,
b0943-Dec-21 02:39:05.877, , , 270.0000000, -0.0001884,
b0942-Dec-21 08:27:24.465, , , 270.0000000,  0.0001597,
b0941-Dec-20 14:15:42.964, , , 270.0000000, -0.0001451,
b0940-Dec-20 20:05:07.014, , , 270.0000000, -0.0000495,
b0939-Dec-21 01:55:39.734, , , 270.0000000,  0.0000671,
b0938-Dec-21 07:37:57.701, , , 270.0000000, -0.0001680,
b0937-Dec-20 13:23:22.768, , , 270.0000000,  0.0001425,
b0936-Dec-20 19:16:13.770, , , 270.0000000, -0.0001891,
b0935-Dec-21 01:03:52.511, , , 270.0000000,  0.0000304,
b0934-Dec-21 06:55:02.258, , , 270.0000000, -0.0001088,
b0933-Dec-20 12:44:35.152, , , 270.0000000, -0.0001875,
b0932-Dec-20 18:32:27.334, , , 270.0000000,  0.0001393,
b0931-Dec-21 00:24:36.626, , , 270.0000000, -0.0000387,
b0930-Dec-21 06:11:15.662, , , 270.0000000,  0.0002246,
b0929-Dec-20 12:00:51.308, , , 270.0000000, -0.0001320,
b0928-Dec-20 17:58:19.359, , , 270.0000000, -0.0000623,
b0927-Dec-20 23:45:58.863, , , 270.0000000, -0.0001275,
b0926-Dec-21 05:33:30.745, , , 270.0000000, -0.0001682,
b0925-Dec-20 11:24:46.136, , , 270.0000000,  0.0000570,
b0924-Dec-20 17:14:26.582, , , 270.0000000, -0.0001533,
b0923-Dec-20 23:11:45.207, , , 270.0000000,  0.0001840,
b0922-Dec-21 05:03:23.018, , , 270.0000000, -0.0001442,
b0921-Dec-20 10:51:05.451, , , 270.0000000, -0.0000714,
b0920-Dec-20 16:45:56.035, , , 270.0000000,  0.0000031,
b0919-Dec-20 22:30:04.130, , , 270.0000000, -0.0001452,
b0918-Dec-21 04:13:00.664, , , 270.0000000,  0.0001597,
b0917-Dec-20 10:04:04.486, , , 270.0000000, -0.0002339,
b0916-Dec-20 15:47:45.454, , , 270.0000000,  0.0000892,
b0915-Dec-20 21:37:50.127, , , 270.0000000, -0.0000255,
b0914-Dec-21 03:23:50.339, , , 270.0000000, -0.0000271,
b0913-Dec-20 09:07:07.259, , , 270.0000000,  0.0001301,
b0912-Dec-20 15:06:41.364, , , 270.0000000, -0.0001890,
b0911-Dec-20 20:57:51.124, , , 270.0000000,  0.0000625,
b0910-Dec-21 02:48:11.078, , , 270.0000000, -0.0002435,
b0909-Dec-20 08:45:50.222, , , 270.0000000, -0.0000863,
b0908-Dec-20 14:32:32.106, , , 270.0000000, -0.0000090,
b0907-Dec-20 20:26:06.378, , , 270.0000000,  0.0000350,
b0906-Dec-21 02:17:50.418, , , 270.0000000,  0.0001808,
b0905-Dec-20 08:02:42.544, , , 270.0000000, -0.0001899,
b0904-Dec-20 14:01:21.163, , , 270.0000000,  0.0000535,
b0903-Dec-20 19:46:19.200, , , 270.0000000, -0.0002197,
b0902-Dec-21 01:27:49.516, , , 270.0000000, -0.0000301,
b0901-Dec-21 07:19:58.882, , , 270.0000000, -0.0000108,
b0900-Dec-21 13:04:56.863, , , 270.0000000, -0.0000766,
b0899-Dec-21 18:57:58.475, , , 270.0000000,  0.0002048,
b0898-Dec-22 00:51:29.599, , , 270.0000000, -0.0001865,
b0897-Dec-21 06:33:43.932, , , 270.0000000,  0.0001017,
b0896-Dec-21 12:29:30.667, , , 270.0000000, -0.0001023,
b0895-Dec-21 18:16:33.454, , , 270.0000000, -0.0000404,
b0894-Dec-21 23:58:07.886, , , 270.0000000,  0.0000605,
b0893-Dec-21 05:54:34.335, , , 270.0000000, -0.0002926,
b0892-Dec-21 11:41:11.718, , , 270.0000000,  0.0000761,
b0891-Dec-21 17:30:49.887, , , 270.0000000, -0.0001331,
b0890-Dec-21 23:24:47.423, , , 270.0000000,  0.0000786,
b0889-Dec-21 05:08:40.126, , , 270.0000000, -0.0000029,
b0888-Dec-21 11:09:58.059, , , 270.0000000, -0.0000790,
b0887-Dec-21 17:06:53.492, , , 270.0000000,  0.0000273,
b0886-Dec-21 22:50:42.300, , , 270.0000000, -0.0002740,
b0885-Dec-21 04:48:15.918, , , 270.0000000,  0.0000473,
b0884-Dec-21 10:33:22.838, , , 270.0000000, -0.0000877,
b0883-Dec-21 16:18:57.732, , , 270.0000000,  0.0001720,
b0882-Dec-21 22:12:11.158, , , 270.0000000,  0.0000893,
b0881-Dec-21 03:52:07.019, , , 270.0000000, -0.0001090,
b0880-Dec-21 09:46:03.642, , , 270.0000000,  0.0000457,
b0879-Dec-21 15:34:11.988, , , 270.0000000, -0.0002697,
b0878-Dec-21 21:09:40.042, , , 270.0000000,  0.0000709,
b0877-Dec-21 03:04:20.092, , , 270.0000000, -0.0001853,
b0876-Dec-21 08:53:50.401, , , 270.0000000, -0.0000038,
b0875-Dec-21 14:43:57.858, , , 270.0000000,  0.0001094,
b0874-Dec-21 20:43:17.153, , , 270.0000000, -0.0001788,
b0873-Dec-21 02:27:44.387, , , 270.0000000,  0.0001576,
b0872-Dec-21 08:24:40.556, , , 270.0000000, -0.0001434,
b0871-Dec-21 14:18:49.607, , , 270.0000000,  0.0000821,
b0870-Dec-21 20:00:35.589, , , 270.0000000, -0.0000797,
b0869-Dec-21 01:57:54.380, , , 270.0000000, -0.0001726,
b0868-Dec-21 07:47:57.462, , , 270.0000000,  0.0000340,
b0867-Dec-21 13:31:07.624, , , 270.0000000, -0.0001313,
b0866-Dec-21 19:24:51.236, , , 270.0000000,  0.0001820,
b0865-Dec-21 01:08:01.334, , , 270.0000000, -0.0001006,
