API VERSION: 1.0
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / WWW_USER Fri Sep 11 04:04:24 2026 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : B.C. 1500-Dec-20 20:05:09.3650 TT      
Stop  time      : A.D. 1001-Dec-22 00:13:13.4630 TT      
Step-size       : 0 steps
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Gregorian
EOP file        : eop.260910.p261207                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-SEP-10. PREDICTS-> 2026-DEC-06
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(TT)__HR:MN:SC.fff, , ,    ObsEcLon,   ObsEcLat,
b0864-Dec-21 07:03:04.792, , , 270.0000000,  0.0000258,
b0863-Dec-21 12:59:58.093, , , 270.0000000, -0.0000919,
b0862-Dec-21 18:39:16.582, , , 270.0000000, -0.0002082,
b0861-Dec-21 00:31:46.169, , , 270.0000000,  0.0000046,
b0860-Dec-21 06:20:05.406, , , 270.0000000, -0.0001442,
b0859-Dec-21 12:00:28.070, , , 270.0000000,  0.0002602,
b0858-Dec-21 17:55:06.535, , , 270.0000000, -0.0000743,
b0857-Dec-20 23:40:06.314, , , 270.0000000,  0.0000192,
b0856-Dec-21 05:31:06.871, , , 270.0000000, -0.0000121,
b0855-Dec-21 11:27:04.709, , , 270.0000000, -0.0002154,
b0854-Dec-21 17:05:49.986, , , 270.0000000,  0.0000959,
b0853-Dec-20 23:02:03.925, , , 270.0000000, -0.0002505,
b0852-Dec-21 05:00:20.094, , , 270.0000000,  0.0000767,
b0851-Dec-21 10:48:10.383, , , 270.0000000, -0.0000417,
b0850-Dec-21 16:47:21.888, , , 270.0000000, -0.0000537,
b0849-Dec-20 22:34:44.278, , , 270.0000000,  0.0001106,
b0848-Dec-21 04:24:25.743, , , 270.0000000, -0.0001315,
b0847-Dec-21 10:19:09.830, , , 270.0000000,  0.0001476,
b0846-Dec-21 15:58:14.381, , , 270.0000000, -0.0002084,
b0845-Dec-20 21:48:37.449, , , 270.0000000, -0.0000723,
b0844-Dec-21 03:39:24.157, , , 270.0000000, -0.0000759,
b0843-Dec-21 09:16:57.657, , , 270.0000000, -0.0000229,
b0842-Dec-21 15:07:15.841, , , 270.0000000,  0.0001591,
b0841-Dec-20 20:54:19.625, , , 270.0000000, -0.0001043,
b0840-Dec-21 02:46:30.202, , , 270.0000000,  0.0001298,
b0839-Dec-21 08:44:21.594, , , 270.0000000, -0.0002186,
b0838-Dec-21 14:28:36.066, , , 270.0000000, -0.0000659,
b0837-Dec-20 20:19:22.375, , , 270.0000000, -0.0000787,
b0836-Dec-21 02:14:37.495, , , 270.0000000, -0.0001154,
b0835-Dec-21 07:58:21.969, , , 270.0000000,  0.0002289,
b0834-Dec-21 13:53:02.115, , , 270.0000000, -0.0001735,
b0833-Dec-20 19:45:00.429, , , 270.0000000,  0.0000994,
b0832-Dec-21 01:34:04.611, , , 270.0000000, -0.0001433,
b0831-Dec-21 07:28:17.683, , , 270.0000000, -0.0000787,
b0830-Dec-21 13:11:12.746, , , 270.0000000,  0.0000212,
b0829-Dec-20 19:01:23.531, , , 270.0000000, -0.0002398,
b0828-Dec-21 00:59:50.036, , , 270.0000000,  0.0001133,
b0827-Dec-21 06:44:59.718, , , 270.0000000, -0.0001296,
b0826-Dec-21 12:35:46.558, , , 270.0000000,  0.0000844,
b0825-Dec-20 18:24:41.941, , , 270.0000000,  0.0000290,
b0824-Dec-21 00:09:00.652, , , 270.0000000, -0.0000101,
b0823-Dec-21 06:01:31.771, , , 269.9999999,  0.0000987,
b0822-Dec-21 11:44:23.603, , , 270.0000000, -0.0002428,
b0821-Dec-20 17:30:52.248, , , 270.0000000, -0.0000074,
b0820-Dec-20 23:24:21.089, , , 270.0000000, -0.0002150,
b0819-Dec-21 05:06:24.931, , , 270.0000000,  0.0000904,
b0818-Dec-21 10:56:06.159, , , 270.0000000,  0.0000340,
b0817-Dec-20 16:51:19.643, , , 270.0000000, -0.0000561,
b0816-Dec-20 22:45:48.643, , , 270.0000000,  0.0001102,
b0815-Dec-21 04:43:57.227, , , 270.0000000, -0.0002571,
b0814-Dec-21 10:33:22.737, , , 270.0000000,  0.0000510,
b0813-Dec-20 16:21:50.714, , , 270.0000000, -0.0001865,
b0812-Dec-20 22:16:36.327, , , 270.0000000,  0.0000154,
b0811-Dec-21 04:02:30.163, , , 270.0000000,  0.0001408,
b0810-Dec-21 09:50:36.051, , , 270.0000000, -0.0001464,
b0809-Dec-20 15:41:17.298, , , 270.0000000,  0.0001462,
b0808-Dec-20 21:29:02.994, , , 270.0000000, -0.0001907,
b0807-Dec-21 03:15:12.870, , , 270.0000000,  0.0000531,
b0806-Dec-21 09:00:12.230, , , 270.0000000, -0.0001092,
b0805-Dec-20 14:47:26.877, , , 270.0000000, -0.0001546,
b0804-Dec-20 20:42:53.192, , , 270.0000000,  0.0000085,
b0803-Dec-21 02:31:44.317, , , 270.0000000, -0.0001688,
b0802-Dec-21 08:18:25.035, , , 270.0000000,  0.0001409,
b0801-Dec-20 14:09:45.111, , , 270.0000000, -0.0000728,
b0800-Dec-20 20:00:20.722, , , 270.0000000,  0.0001177,
b0799-Dec-21 01:50:41.331, , , 270.0000000, -0.0000146,
b0798-Dec-21 07:41:03.005, , , 270.0000000, -0.0001648,
b0797-Dec-20 13:30:20.535, , , 270.0000000, -0.0000326,
b0796-Dec-20 19:23:16.243, , , 270.0000000, -0.0002448,
b0795-Dec-21 01:11:12.230, , , 270.0000000,  0.0001912,
b0794-Dec-21 06:58:29.778, , , 270.0000000, -0.0001103,
b0793-Dec-20 12:54:30.772, , , 270.0000000,  0.0000550,
b0792-Dec-20 18:50:19.769, , , 270.0000000,  0.0000119,
b0791-Dec-21 00:41:35.828, , , 270.0000000, -0.0002055,
b0790-Dec-21 06:29:20.357, , , 270.0000000,  0.0000792,
b0789-Dec-20 12:15:30.346, , , 270.0000000, -0.0002324,
b0788-Dec-20 18:03:33.351, , , 270.0000000,  0.0001040,
b0787-Dec-20 23:49:50.317, , , 270.0000000, -0.0000217,
b0786-Dec-21 05:33:55.772, , , 270.0000000, -0.0000439,
b0785-Dec-20 11:22:13.280, , , 270.0000000,  0.0000806,
b0784-Dec-20 17:12:59.644, , , 270.0000000, -0.0001536,
b0783-Dec-20 22:57:33.328, , , 270.0000000,  0.0001509,
b0782-Dec-21 04:46:10.675, , , 270.0000000, -0.0001922,
b0781-Dec-20 10:40:33.251, , , 270.0000000, -0.0000427,
b0780-Dec-20 16:35:09.706, , , 270.0000000, -0.0001173,
b0779-Dec-20 22:29:13.293, , , 270.0000000, -0.0000789,
b0778-Dec-21 04:18:29.604, , , 270.0000000,  0.0000869,
b0777-Dec-20 10:08:33.190, , , 270.0000000, -0.0000970,
b0776-Dec-20 16:06:01.718, , , 270.0000000,  0.0001946,
b0775-Dec-20 21:53:13.247, , , 270.0000000, -0.0001768,
b0774-Dec-21 03:42:06.775, , , 270.0000000, -0.0000587,
b0773-Dec-20 09:33:36.078, , , 270.0000000, -0.0001347,
b0772-Dec-20 15:18:37.673, , , 270.0000000, -0.0001992,
b0771-Dec-20 21:05:06.253, , , 270.0000000,  0.0001869,
b0770-Dec-21 02:51:06.219, , , 270.0000000, -0.0001550,
b0769-Dec-20 08:40:08.581, , , 270.0000000,  0.0001575,
b0768-Dec-20 14:37:50.090, , , 270.0000000, -0.0000946,
b0767-Dec-20 20:24:23.531, , , 270.0000000, -0.0000327,
b0766-Dec-21 02:10:02.156, , , 270.0000000,  0.0000250,
b0765-Dec-20 08:01:50.738, , , 270.0000000, -0.0002028,
b0764-Dec-20 13:48:11.087, , , 270.0000000,  0.0001314,
b0763-Dec-20 19:37:42.119, , , 270.0000000, -0.0001545,
b0762-Dec-21 01:27:15.584, , , 270.0000000,  0.0000183,
b0761-Dec-20 07:15:21.687, , , 270.0000000, -0.0000517,
b0760-Dec-20 13:10:50.731, , , 270.0000000, -0.0000464,
b0759-Dec-20 18:58:52.470, , , 270.0000000,  0.0000904,
b0758-Dec-21 00:47:32.428, , , 270.0000000, -0.0001958,
b0757-Dec-20 06:47:54.497, , , 270.0000000,  0.0000288,
b0756-Dec-20 12:39:40.880, , , 270.0000000, -0.0002578,
b0755-Dec-20 18:30:04.967, , , 270.0000000,  0.0000617,
b0754-Dec-21 00:19:55.084, , , 270.0000000,  0.0000056,
b0753-Dec-20 06:02:58.835, , , 270.0000000, -0.0000144,
b0752-Dec-20 11:57:07.433, , , 270.0000000,  0.0002051,
b0751-Dec-20 17:43:14.360, , , 270.0000000, -0.0001829,
b0750-Dec-20 23:25:04.541, , , 270.0000000,  0.0000431,
b0749-Dec-20 05:18:37.112, , , 270.0000000, -0.0002411,
b0748-Dec-20 11:01:18.568, , , 270.0000000, -0.0000506,
b0747-Dec-20 16:45:38.983, , , 270.0000000,  0.0000628,
b0746-Dec-20 22:38:47.891, , , 270.0000000, -0.0001698,
b0745-Dec-20 04:25:57.570, , , 270.0000000,  0.0001466,
b0744-Dec-20 10:27:10.069, , , 270.0000000, -0.0001940,
b0743-Dec-20 16:19:00.876, , , 270.0000000,  0.0000719,
b0742-Dec-20 22:03:01.510, , , 270.0000000, -0.0000708,
b0741-Dec-20 04:01:45.617, , , 270.0000000, -0.0000848,
b0740-Dec-20 09:50:51.454, , , 270.0000000,  0.0000378,
b0739-Dec-20 15:38:44.061, , , 270.0000000, -0.0001541,
b0738-Dec-20 21:33:23.177, , , 270.0000000,  0.0000752,
b0737-Dec-20 03:16:59.027, , , 270.0000000, -0.0001513,
b0736-Dec-20 09:09:56.543, , , 270.0000000,  0.0001296,
b0735-Dec-20 14:58:58.425, , , 270.0000000,  0.0000026,
b0734-Dec-20 20:40:58.011, , , 270.0000000, -0.0001236,
b0733-Dec-20 02:40:23.665, , , 270.0000000, -0.0000058,
b0732-Dec-20 08:30:26.806, , , 270.0000000, -0.0002873,
b0731-Dec-20 14:13:32.341, , , 270.0000000,  0.0001293,
b0730-Dec-20 20:04:44.739, , , 270.0000000, -0.0001217,
b0729-Dec-20 01:47:28.123, , , 270.0000000,  0.0001194,
b0728-Dec-20 07:38:47.675, , , 270.0000000,  0.0000884,
b0727-Dec-20 13:30:55.276, , , 270.0000000, -0.0001307,
b0726-Dec-20 19:11:22.679, , , 270.0000000,  0.0000769,
b0725-Dec-20 01:08:00.258, , , 270.0000000, -0.0002844,
b0724-Dec-20 06:57:43.967, , , 270.0000000,  0.0000634,
b0723-Dec-20 12:41:01.917, , , 270.0000000, -0.0000558,
b0722-Dec-20 18:40:37.095, , , 270.0000000, -0.0000735,
b0721-Dec-20 00:31:49.770, , , 270.0000000,  0.0000433,
b0720-Dec-20 06:28:52.663, , , 270.0000000, -0.0001507,
b0719-Dec-20 12:24:54.493, , , 270.0000000,  0.0001423,
b0718-Dec-20 18:04:40.428, , , 270.0000000, -0.0001570,
b0717-Dec-20 00:00:33.515, , , 270.0000000,  0.0000458,
b0716-Dec-20 05:51:01.165, , , 270.0000000, -0.0001077,
b0715-Dec-20 11:29:54.622, , , 270.0000000, -0.0001105,
b0714-Dec-20 17:23:33.890, , , 270.0000000,  0.0000049,
b0713-Dec-19 23:05:14.821, , , 270.0000000, -0.0001613,
b0712-Dec-20 04:52:01.481, , , 270.0000000,  0.0002280,
b0711-Dec-20 10:44:22.807, , , 270.0000000, -0.0000838,
b0710-Dec-20 16:25:38.528, , , 270.0000000,  0.0000363,
b0709-Dec-19 22:24:35.494, , , 270.0000000, -0.0001068,
b0708-Dec-20 04:20:17.067, , , 270.0000000, -0.0002104,
b0707-Dec-20 10:00:54.673, , , 270.0000000,  0.0001352,
b0706-Dec-20 15:56:05.117, , , 270.0000000, -0.0001860,
b0705-Dec-19 21:45:05.833, , , 270.0000000,  0.0001889,
b0704-Dec-20 03:35:37.155, , , 270.0000000, -0.0000499,
b0703-Dec-20 09:33:09.194, , , 270.0000000, -0.0000340,
b0702-Dec-20 15:15:58.555, , , 270.0000000, -0.0000277,
b0701-Dec-20 21:09:58.477, , , 270.0000000, -0.0002355,
b0700-Dec-21 03:03:26.846, , , 270.0000000,  0.0000960,
b0699-Dec-21 08:42:52.397, , , 270.0000000, -0.0001579,
b0698-Dec-21 14:38:39.198, , , 270.0000000,  0.0000306,
b0697-Dec-20 20:32:20.106, , , 270.0000000, -0.0000730,
b0696-Dec-21 02:19:29.944, , , 270.0000000, -0.0000074,
b0695-Dec-21 08:13:16.298, , , 270.0000000,  0.0001443,
b0694-Dec-21 13:52:51.678, , , 270.0000000, -0.0000999,
b0693-Dec-20 19:42:56.712, , , 270.0000000,  0.0001370,
b0692-Dec-21 01:36:54.977, , , 270.0000000, -0.0002163,
b0691-Dec-21 07:14:19.793, , , 270.0000000,  0.0000041,
b0690-Dec-21 13:05:54.261, , , 270.0000000, -0.0001298,
b0689-Dec-20 18:55:25.175, , , 270.0000000, -0.0000991,
b0688-Dec-21 00:39:50.999, , , 270.0000000,  0.0001977,
b0687-Dec-21 06:37:07.372, , , 270.0000000, -0.0001474,
b0686-Dec-21 12:26:20.232, , , 270.0000000,  0.0000881,
b0685-Dec-20 18:24:13.909, , , 270.0000000, -0.0002511,
b0684-Dec-21 00:25:03.197, , , 270.0000000, -0.0000871,
b0683-Dec-21 06:05:51.912, , , 270.0000000,  0.0000294,
b0682-Dec-21 11:58:47.811, , , 270.0000000, -0.0001405,
b0681-Dec-20 17:50:48.836, , , 270.0000000,  0.0002075,
b0680-Dec-20 23:35:55.514, , , 270.0000000, -0.0000977,
b0679-Dec-21 05:29:29.307, , , 270.0000000,  0.0001077,
b0678-Dec-21 11:13:09.018, , , 270.0000000, -0.0000958,
b0677-Dec-20 16:59:53.707, , , 270.0000000, -0.0000735,
b0676-Dec-20 22:52:23.551, , , 270.0000000,  0.0000395,
b0675-Dec-21 04:31:36.798, , , 270.0000000, -0.0001562,
b0674-Dec-21 10:22:58.170, , , 270.0000000,  0.0000430,
b0673-Dec-20 16:18:58.700, , , 270.0000000, -0.0002178,
b0672-Dec-20 22:04:26.344, , , 270.0000000,  0.0001202,
b0671-Dec-21 03:56:31.187, , , 270.0000000,  0.0000297,
b0670-Dec-21 09:43:43.573, , , 270.0000000, -0.0000222,
b0669-Dec-20 15:33:42.488, , , 270.0000000,  0.0000918,
b0668-Dec-20 21:31:17.849, , , 270.0000000, -0.0002486,
b0667-Dec-21 03:15:44.483, , , 270.0000000,  0.0000592,
b0666-Dec-21 09:04:35.497, , , 270.0000000, -0.0002452,
b0665-Dec-20 15:00:12.929, , , 270.0000000,  0.0000703,
b0664-Dec-20 20:45:09.699, , , 270.0000000,  0.0001263,
b0663-Dec-21 02:39:00.675, , , 270.0000000, -0.0000604,
b0662-Dec-21 08:32:25.441, , , 270.0000000,  0.0001231,
b0661-Dec-20 14:24:50.815, , , 270.0000000, -0.0002859,
b0660-Dec-20 20:20:56.508, , , 270.0000000,  0.0000333,
b0659-Dec-21 02:02:21.151, , , 270.0000000, -0.0000808,
b0658-Dec-21 07:46:49.293, , , 270.0000000, -0.0000419,
b0657-Dec-20 13:39:15.096, , , 270.0000000,  0.0000729,
b0656-Dec-20 19:22:43.365, , , 270.0000000, -0.0000932,
b0655-Dec-21 01:10:36.531, , , 270.0000000,  0.0001234,
b0654-Dec-21 06:57:55.374, , , 270.0000000, -0.0001946,
b0653-Dec-20 12:44:22.446, , , 270.0000000,  0.0000756,
b0652-Dec-20 18:37:27.279, , , 270.0000000, -0.0000647,
b0651-Dec-21 00:24:20.042, , , 270.0000000, -0.0000845,
b0650-Dec-21 06:17:19.441, , , 270.0000000, -0.0000213,
b0649-Dec-20 12:16:47.089, , , 270.0000000, -0.0002161,
b0648-Dec-20 18:07:17.044, , , 270.0000000,  0.0002109,
b0647-Dec-20 23:57:05.447, , , 270.0000000, -0.0000523,
b0646-Dec-21 05:48:57.067, , , 270.0000000,  0.0001442,
b0645-Dec-20 11:40:26.145, , , 270.0000000, -0.0000312,
b0644-Dec-20 17:33:38.361, , , 270.0000000, -0.0001933,
b0643-Dec-20 23:19:41.860, , , 270.0000000,  0.0000395,
b0642-Dec-21 05:03:54.420, , , 270.0000000, -0.0003078,
b0641-Dec-20 10:54:30.611, , , 270.0000000,  0.0001463,
b0640-Dec-20 16:40:24.997, , , 270.0000000,  0.0000207,
b0639-Dec-20 22:27:03.779, , , 270.0000000,  0.0000521,
b0638-Dec-21 04:20:05.960, , , 270.0000000,  0.0000161,
b0637-Dec-20 10:12:24.970, , , 270.0000000, -0.0002028,
b0636-Dec-20 16:01:59.910, , , 270.0000000,  0.0000928,
b0635-Dec-20 21:47:56.097, , , 270.0000000, -0.0001564,
b0634-Dec-21 03:32:20.383, , , 270.0000000,  0.0000860,
b0633-Dec-20 09:26:05.911, , , 270.0000000, -0.0000524,
b0632-Dec-20 15:16:34.737, , , 270.0000000, -0.0000031,
b0631-Dec-20 21:03:38.857, , , 270.0000000,  0.0000676,
b0630-Dec-21 02:55:18.131, , , 270.0000000, -0.0001635,
b0629-Dec-20 08:47:56.817, , , 270.0000000,  0.0001231,
b0628-Dec-20 14:38:52.913, , , 270.0000000, -0.0001799,
b0627-Dec-20 20:30:42.789, , , 270.0000000,  0.0000171,
b0626-Dec-21 02:23:26.809, , , 270.0000000, -0.0001981,
b0625-Dec-20 08:18:52.281, , , 270.0000000, -0.0001515,
b0624-Dec-20 14:09:36.358, , , 270.0000000,  0.0002115,
b0623-Dec-20 19:53:39.558, , , 270.0000000, -0.0000774,
b0622-Dec-21 01:41:43.317, , , 270.0000000,  0.0002410,
b0621-Dec-20 07:33:57.852, , , 270.0000000, -0.0001158,
b0620-Dec-20 13:19:56.933, , , 270.0000000, -0.0000590,
b0619-Dec-20 19:04:06.525, , , 270.0000000, -0.0000724,
b0618-Dec-21 00:50:15.706, , , 270.0000000, -0.0002220,
b0617-Dec-20 06:36:29.013, , , 270.0000000,  0.0001543,
b0616-Dec-20 12:26:40.257, , , 270.0000000, -0.0000597,
b0615-Dec-20 18:15:15.877, , , 270.0000000,  0.0001534,
b0614-Dec-21 00:09:01.006, , , 270.0000000, -0.0001180,
b0613-Dec-20 06:08:51.894, , , 270.0000000, -0.0000966,
b0612-Dec-20 11:57:23.142, , , 270.0000000,  0.0000383,
b0611-Dec-20 17:45:40.993, , , 270.0000000, -0.0001328,
b0610-Dec-20 23:37:32.046, , , 270.0000000,  0.0000903,
b0609-Dec-20 05:27:59.081, , , 270.0000000, -0.0001743,
b0608-Dec-20 11:21:06.178, , , 270.0000000,  0.0001220,
b0607-Dec-20 17:07:57.765, , , 270.0000000, -0.0000635,
b0606-Dec-20 22:54:48.721, , , 270.0000000, -0.0000307,
b0605-Dec-20 04:49:47.348, , , 270.0000000,  0.0001385,
b0604-Dec-20 10:35:00.578, , , 270.0000000, -0.0001793,
b0603-Dec-20 16:23:57.098, , , 270.0000000,  0.0000834,
b0602-Dec-20 22:17:11.718, , , 270.0000000, -0.0003054,
b0601-Dec-21 04:05:05.659, , , 270.0000000, -0.0000241,
b0600-Dec-21 09:53:53.656, , , 270.0000000,  0.0001035,
b0599-Dec-21 15:38:49.215, , , 270.0000000, -0.0000031,
b0598-Dec-21 21:24:01.595, , , 270.0000000,  0.0002094,
b0597-Dec-21 03:21:03.084, , , 270.0000000, -0.0002012,
b0596-Dec-21 09:07:36.539, , , 270.0000000,  0.0000338,
b0595-Dec-21 14:52:35.581, , , 270.0000000, -0.0002086,
b0594-Dec-21 20:45:37.397, , , 270.0000000, -0.0001135,
b0593-Dec-21 02:32:37.687, , , 270.0000000,  0.0000726,
b0592-Dec-21 08:25:39.964, , , 270.0000000, -0.0000236,
b0591-Dec-21 14:20:51.285, , , 270.0000000,  0.0001536,
b0590-Dec-21 20:12:05.425, , , 270.0000000, -0.0001909,
b0589-Dec-21 02:13:41.710, , , 270.0000000,  0.0000593,
b0588-Dec-21 08:02:09.039, , , 270.0000000, -0.0000718,
b0587-Dec-21 13:44:17.504, , , 270.0000000, -0.0000315,
b0586-Dec-21 19:39:08.785, , , 270.0000000,  0.0000273,
b0585-Dec-21 01:23:48.082, , , 270.0000000, -0.0002084,
b0584-Dec-21 07:10:40.597, , , 270.0000000,  0.0001685,
b0583-Dec-21 12:58:33.827, , , 270.0000000, -0.0001625,
b0582-Dec-21 18:38:20.191, , , 270.0000000,  0.0001146,
b0581-Dec-21 00:33:13.757, , , 270.0000000,  0.0000409,
b0580-Dec-21 06:21:10.614, , , 270.0000000, -0.0000810,
b0579-Dec-21 12:06:08.636, , , 270.0000000,  0.0000503,
b0578-Dec-21 18:05:45.936, , , 270.0000000, -0.0003485,
b0577-Dec-20 23:54:07.086, , , 270.0000000,  0.0000793,
b0576-Dec-21 05:42:11.235, , , 270.0000000, -0.0000013,
b0575-Dec-21 11:35:12.235, , , 270.0000000,  0.0001150,
b0574-Dec-21 17:20:35.597, , , 270.0000000,  0.0001100,
b0573-Dec-20 23:20:45.156, , , 270.0000000, -0.0001473,
b0572-Dec-21 05:12:07.255, , , 270.0000000,  0.0000389,
b0571-Dec-21 10:54:56.151, , , 270.0000000, -0.0002858,
b0570-Dec-21 16:50:20.192, , , 270.0000000, -0.0000024,
b0569-Dec-20 22:37:24.675, , , 270.0000000, -0.0000768,
b0568-Dec-21 04:24:34.073, , , 270.0000000,  0.0000527,
b0567-Dec-21 10:20:55.546, , , 270.0000000,  0.0000537,
b0566-Dec-21 16:06:29.641, , , 270.0000000, -0.0001772,
b0565-Dec-20 22:01:57.444, , , 270.0000000,  0.0001399,
b0564-Dec-21 03:50:34.962, , , 270.0000000, -0.0001207,
b0563-Dec-21 09:27:26.336, , , 270.0000000,  0.0001192,
b0562-Dec-21 15:22:15.340, , , 270.0000000, -0.0000981,
b0561-Dec-20 21:09:53.362, , , 270.0000000, -0.0001262,
b0560-Dec-21 02:52:30.650, , , 270.0000000,  0.0001281,
b0559-Dec-21 08:45:50.592, , , 270.0000000, -0.0001993,
b0558-Dec-21 14:28:12.798, , , 270.0000000,  0.0001955,
b0557-Dec-20 20:23:12.711, , , 270.0000000, -0.0000731,
b0556-Dec-21 02:20:48.447, , , 270.0000000,  0.0000162,
b0555-Dec-21 08:05:13.617, , , 270.0000000, -0.0001041,
b0554-Dec-21 14:08:04.271, , , 270.0000000, -0.0002937,
b0553-Dec-20 20:01:12.478, , , 270.0000000,  0.0000734,
b0552-Dec-21 01:43:55.766, , , 270.0000000, -0.0000647,
b0551-Dec-21 07:39:26.647, , , 270.0000000,  0.0002163,
b0550-Dec-21 13:24:01.353, , , 270.0000000, -0.0000151,
b0549-Dec-20 19:16:40.045, , , 270.0000000, -0.0000187,
b0548-Dec-21 01:08:53.151, , , 270.0000000, -0.0000052,
b0547-Dec-21 06:44:32.310, , , 270.0000000, -0.0002141,
b0546-Dec-21 12:36:32.072, , , 270.0000000,  0.0000620,
b0545-Dec-20 18:25:51.983, , , 270.0000000, -0.0001504,
b0544-Dec-21 00:07:12.472, , , 270.0000000,  0.0001710,
b0543-Dec-21 06:04:46.823, , , 270.0000000, -0.0001066,
b0542-Dec-21 11:52:47.704, , , 270.0000000, -0.0000832,
b0541-Dec-20 17:44:29.037, , , 270.0000000,  0.0001136,
b0540-Dec-20 23:37:46.740, , , 270.0000000, -0.0001428,
b0539-Dec-21 05:18:30.468, , , 270.0000000,  0.0001509,
b0538-Dec-21 11:14:10.731, , , 270.0000000, -0.0002394,
b0537-Dec-20 17:09:40.728, , , 270.0000000, -0.0000477,
b0536-Dec-20 22:51:18.728, , , 270.0000000, -0.0000267,
b0535-Dec-21 04:46:34.304, , , 270.0000000, -0.0001179,
b0534-Dec-21 10:34:37.518, , , 270.0000000,  0.0001997,
b0533-Dec-20 16:25:18.315, , , 270.0000000, -0.0000964,
b0532-Dec-20 22:23:59.478, , , 270.0000000,  0.0001483,
b0531-Dec-21 04:08:31.379, , , 270.0000000, -0.0002074,
b0530-Dec-21 10:03:34.690, , , 270.0000000, -0.0001601,
b0529-Dec-20 15:57:11.363, , , 270.0000000,  0.0000078,
b0528-Dec-20 21:33:35.071, , , 270.0000000, -0.0000146,
b0527-Dec-21 03:25:08.723, , , 270.0000000,  0.0001937,
b0526-Dec-21 09:12:47.696, , , 270.0000000, -0.0001123,
b0525-Dec-20 14:58:22.511, , , 270.0000000,  0.0000992,
b0524-Dec-20 20:52:17.580, , , 270.0000000, -0.0001496,
b0523-Dec-21 02:30:27.560, , , 270.0000000, -0.0001038,
b0522-Dec-21 08:20:17.657, , , 270.0000000,  0.0000254,
b0521-Dec-20 14:16:28.209, , , 270.0000000, -0.0001682,
b0520-Dec-20 20:00:05.231, , , 270.0000000,  0.0001947,
b0519-Dec-21 01:58:57.712, , , 270.0000000, -0.0002141,
b0518-Dec-21 07:54:32.256, , , 270.0000000,  0.0000490,
b0517-Dec-20 13:43:49.908, , , 270.0000000,  0.0000252,
b0516-Dec-20 19:39:40.121, , , 270.0000000, -0.0000058,
b0515-Dec-21 01:24:22.222, , , 270.0000000,  0.0001240,
b0514-Dec-21 07:15:55.868, , , 270.0000000, -0.0002834,
b0513-Dec-20 13:11:52.100, , , 270.0000000,  0.0000415,
b0512-Dec-20 18:51:05.579, , , 270.0000000, -0.0001603,
b0511-Dec-21 00:39:31.710, , , 270.0000000, -0.0000202,
b0510-Dec-21 06:28:43.829, , , 270.0000000,  0.0001032,
b0509-Dec-20 12:14:47.014, , , 270.0000000, -0.0000374,
b0508-Dec-20 18:09:01.092, , , 270.0000000,  0.0001172,
b0507-Dec-20 23:57:04.994, , , 270.0000000, -0.0002672,
b0506-Dec-21 05:46:08.809, , , 270.0000000, -0.0000201,
b0505-Dec-20 11:39:55.333, , , 270.0000000, -0.0001193,
b0504-Dec-20 17:19:46.873, , , 270.0000000,  0.0001013,
b0503-Dec-20 23:09:03.023, , , 270.0000000,  0.0001138,
b0502-Dec-21 05:03:27.924, , , 270.0000000, -0.0001176,
b0501-Dec-21 10:51:24.591, , , 270.0000000,  0.0001489,
b0500-Dec-21 16:44:56.256, , , 270.0000000, -0.0002088,
b0499-Dec-21 22:32:23.880, , , 270.0000000,  0.0000238,
b0498-Dec-22 04:21:38.858, , , 270.0000000, -0.0001057,
b0497-Dec-21 10:20:03.811, , , 270.0000000, -0.0000811,
b0496-Dec-21 16:07:49.756, , , 270.0000000,  0.0000977,
b0495-Dec-21 22:00:51.776, , , 270.0000000, -0.0002747,
b0494-Dec-22 03:56:40.143, , , 270.0000000,  0.0001475,
b0493-Dec-21 09:42:06.053, , , 270.0000000, -0.0000546,
